EEID;First Name;Last Name;Gender;Age;Retirement Years;Job Title;Department;Business Unit;Ethnicity;Hire Date;año;mes;dia;Annual Salary;Bonus %;Total Salary;Country;City;Exit Date
E03296;Eloise;Trinh;Female;39;26;Solutions Architect;IT;Speciality Products;Asian;22/4/2020;2020;4;22;90,535;0;90,535;United States;Miami;
E02453;Dylan;Kumar;Male;55;10;Sr. Analyst;Marketing;Speciality Products;Asian;11/7/2006;2006;7;11;93,343;0;93,343;China;Chongqing;
E00647;Emily;Gupta;Female;44;21;HRIS Analyst;Human Resources;Corporate;Asian;23/2/2006;2006;2;23;63,705;0;63,705;United States;Miami;
E02522;Silas;Rivera;Male;48;17;Vice President;Sales;Corporate;Latino;28/2/2000;2000;2;28;258,081;0,3;335,5053;United States;Chicago;
E00459;Jackson;Jordan;Male;48;17;Business Partner;Human Resources;Research & Development;Black;21/9/2020;2020;9;21;54,654;0;54,654;United States;Phoenix;
E03007;Isaac;Joseph;Male;54;11;Analyst;Sales;Manufacturing;Caucasian;24/9/1998;1998;9;24;58,006;0;58,006;United States;Seattle;
E04035;Hailey;Lai;Female;42;23;Sr. Manger;Finance;Manufacturing;Asian;18/3/2011;2011;3;18;150,034;0,12;168,03808;China;Beijing;
E00952;Leilani;Thao;Female;38;27;Director;Human Resources;Speciality Products;Asian;30/5/2007;2007;5;30;198,562;0,22;242,24564;United States;Seattle;
E03863;Madeline;Watson;Female;40;25;Account Representative;Sales;Research & Development;Black;27/5/2009;2009;5;27;62,411;0;62,411;United States;Miami;14/8/2021
E02710;Silas;Huang;Male;57;8;Engineering Manager;Engineering;Research & Development;Asian;9/1/1992;1992;1;9;111,299;0,12;124,65488;United States;Miami;
E01895;Peyton;Walker;Female;43;22;Analyst;Marketing;Research & Development;Caucasian;13/7/2019;2019;7;13;41,545;0;41,545;United States;Miami;
E01339;Jeremiah;Hernandez;Male;26;39;Network Engineer;IT;Manufacturing;Latino;14/4/2019;2019;4;14;74,467;0;74,467;United States;Columbus;15/1/2021
E02938;Jace;Washington;Male;44;21;Manager;Accounting;Research & Development;Caucasian;9/2/2002;2002;2;9;117,545;0,06;124,5977;United States;Phoenix;
E03379;Landon;Kim;Male;50;15;Manager;Human Resources;Speciality Products;Asian;15/3/2012;2012;3;15;117,226;0,08;126,60408;United States;Phoenix;
E02153;Peyton;Vasquez;Female;26;39;Analyst;Accounting;Corporate;Latino;24/1/2019;2019;1;24;55,767;0;55,767;United States;Phoenix;
E00994;Charlotte;Baker;Female;29;36;Analyst II;Sales;Manufacturing;Caucasian;17/11/2016;2016;11;17;60,93;0;60,93;United States;Austin;
E00943;Elena;Mendoza;Female;27;38;Director;Sales;Speciality Products;Latino;24/10/2018;2018;10;24;154,973;0,29;199,91517;Brazil;Sao Paulo;
E00869;Nova;Lin;Female;33;32;Cloud Infrastructure Architect;IT;Manufacturing;Asian;21/10/2017;2017;10;21;69,332;0;69,332;United States;Columbus;
E03457;Ivy;Desai;Female;59;6;Controls Engineer;Engineering;Research & Development;Asian;9/4/2001;2001;4;9;119,699;0;119,699;China;Shanghai;
E02193;Josephine;Acosta;Female;40;25;Director;Human Resources;Speciality Products;Latino;20/9/2020;2020;9;20;198,176;0,17;231,86592;Brazil;Manaus;
E00577;Nora;Nunez;Female;45;20;Analyst II;Finance;Research & Development;Latino;6/8/2012;2012;8;6;58,586;0;58,586;Brazil;Sao Paulo;
E00538;Caleb;Xiong;Male;38;27;Sr. Account Representative;Sales;Corporate;Asian;28/11/2011;2011;11;28;74,01;0;74,01;United States;Chicago;
E01415;Henry;Green;Male;32;33;Sr. Account Representative;Sales;Speciality Products;Caucasian;3/2/2020;2020;2;3;96,598;0;96,598;United States;Phoenix;
E00717;Madelyn;Chan;Female;64;1;Manager;Sales;Speciality Products;Asian;21/5/2003;2003;5;21;106,444;0,05;111,7662;United States;Phoenix;
E00225;Angel;Delgado;Male;31;34;Director;Finance;Corporate;Latino;10/8/2017;2017;8;10;156,931;0,28;200,87168;United States;Seattle;
E02889;Mia;Herrera;Female;43;22;Director;Marketing;Research & Development;Latino;16/10/2014;2014;10;16;171,36;0,23;210,7728;Brazil;Manaus;
E04978;Peyton;Harris;Female;45;20;Enterprise Architect;IT;Research & Development;Caucasian;5/4/2009;2009;4;5;64,505;0;64,505;United States;Miami;
E04163;David;Herrera;Male;32;33;Engineering Manager;Engineering;Speciality Products;Latino;9/10/2021;2021;10;9;102,298;0,13;115,59674;Brazil;Rio de Janerio;
E01652;Avery;Dominguez;Female;27;38;Sr. Manger;Sales;Corporate;Latino;13/9/2019;2019;9;13;133,297;0,13;150,62561;Brazil;Rio de Janerio;
E00880;Grace;Carter;Female;25;40;Sr. Manger;Human Resources;Speciality Products;Black;17/3/2021;2021;3;17;155,08;0,1;170,588;United States;Austin;
E04335;Parker;Allen;Male;31;34;Sr. Analyst;Sales;Speciality Products;Caucasian;13/8/2018;2018;8;13;81,828;0;81,828;United States;Miami;
E01300;Sadie;Lee;Female;65;0;Sr. Manger;Marketing;Corporate;Asian;24/10/2000;2000;10;24;149,417;0,13;168,84121;China;Chengdu;
E03102;Cooper;Valdez;Male;50;15;Manager;Sales;Corporate;Latino;25/4/2012;2012;4;25;113,269;0,09;123,46321;Brazil;Sao Paulo;
E04089;Sebastian;Fong;Male;46;19;Sr. Manger;IT;Manufacturing;Asian;16/12/2017;2017;12;16;136,716;0,12;153,12192;United States;Austin;
E02059;Roman;Munoz;Male;54;11;Sr. Manger;Sales;Speciality Products;Latino;20/10/2011;2011;10;20;122,644;0,12;137,36128;United States;Austin;
E03894;Charlotte;Chang;Female;50;15;Manager;Sales;Research & Development;Asian;7/5/2000;2000;5;7;106,428;0,07;113,87796;United States;Chicago;
E03106;Xavier;Davis;Male;36;29;Vice President;Finance;Corporate;Caucasian;17/1/2009;2009;1;17;238,236;0,31;312,08916;United States;Seattle;
E01350;Natalie;Carter;Female;64;1;Director;Finance;Corporate;Caucasian;21/12/2012;2012;12;21;153,253;0,24;190,03372;United States;Austin;
E02900;Elena;Richardson;Female;34;31;Manager;Accounting;Manufacturing;Caucasian;3/10/2014;2014;10;3;103,707;0,09;113,04063;United States;Columbus;
E02202;Emilia;Bailey;Female;41;24;Vice President;Accounting;Speciality Products;Caucasian;9/8/2012;2012;8;9;245,36;0,37;336,1432;United States;Austin;
E02696;Ryan;Lu;Male;25;40;Development Engineer;Engineering;Speciality Products;Asian;8/7/2021;2021;7;8;67,275;0;67,275;United States;Columbus;
E01722;Asher;Huynh;Male;45;20;Manager;IT;Manufacturing;Asian;22/1/2015;2015;1;22;101,288;0,1;111,4168;United States;Phoenix;
E04562;Kinsley;Martinez;Female;52;13;Director;Human Resources;Speciality Products;Latino;28/8/1993;1993;8;28;177,443;0,25;221,80375;Brazil;Sao Paulo;
E00640;Paisley;Bryant;Female;37;28;Cloud Infrastructure Architect;IT;Manufacturing;Black;27/4/2016;2016;4;27;91,4;0;91,4;United States;Chicago;
E02554;Joshua;Ramirez;Male;44;21;Vice President;Human Resources;Corporate;Latino;10/9/2007;2007;9;10;181,247;0,33;241,05851;Brazil;Sao Paulo;
E03412;Joshua;Martin;Male;42;23;Sr. Manger;Human Resources;Research & Development;Black;20/10/2003;2003;10;20;135,558;0,14;154,53612;United States;Phoenix;
E00646;Charles;Moore;Male;49;16;Analyst;Accounting;Speciality Products;Caucasian;17/12/2011;2011;12;17;56,878;0;56,878;United States;Seattle;
E04670;Angel;Do;Male;34;31;IT Systems Architect;IT;Speciality Products;Asian;20/9/2019;2019;9;20;94,735;0;94,735;China;Beijing;
E03580;Maverick;Medina;Male;39;26;Analyst II;Sales;Manufacturing;Latino;27/5/2007;2007;5;27;51,234;0;51,234;United States;Seattle;
E00446;Isaac;Han;Male;31;34;Vice President;Human Resources;Speciality Products;Asian;14/1/2015;2015;1;14;230,025;0,34;308,2335;United States;Phoenix;
E02363;Eliza;Liang;Female;36;29;Sr. Manger;Human Resources;Speciality Products;Asian;11/3/2010;2010;3;11;134,006;0,13;151,42678;China;Beijing;
E03718;Zoe;Zhou;Female;61;4;Manager;Finance;Corporate;Asian;6/10/2009;2009;10;6;103,096;0,07;110,31272;China;Beijing;
E01749;Nathan;Lee;Male;29;36;Analyst;Accounting;Manufacturing;Asian;20/8/2016;2016;8;20;58,703;0;58,703;United States;Columbus;
E02888;Elijah;Ramos;Male;33;32;Sr. Manger;IT;Speciality Products;Latino;24/12/2012;2012;12;24;132,544;0,1;145,7984;Brazil;Rio de Janerio;
E01338;Jaxson;Coleman;Male;32;33;Manager;Finance;Manufacturing;Caucasian;15/4/2020;2020;4;15;126,671;0,09;138,07139;United States;Miami;
E03000;Hailey;Hong;Female;33;32;Account Representative;Sales;Research & Development;Asian;22/1/2021;2021;1;22;56,405;0;56,405;United States;Chicago;
E01611;Gabriella;Zhu;Female;36;29;Computer Systems Manager;IT;Speciality Products;Asian;29/11/2014;2014;11;29;88,73;0,08;95,8284;China;Chongqing;
E02684;Aaron;Maldonado;Male;39;26;Analyst II;Finance;Manufacturing;Latino;17/9/2008;2008;9;17;62,861;0;62,861;United States;Seattle;
E02561;Samantha;Vargas;Female;53;12;Director;Human Resources;Corporate;Latino;21/7/2006;2006;7;21;151,246;0,21;183,00766;Brazil;Sao Paulo;
E03168;Nora;Le;Female;53;12;Sr. Manger;IT;Manufacturing;Asian;12/4/1997;1997;4;12;154,388;0,1;169,8268;United States;Seattle;
E00758;Alice;Roberts;Female;54;11;Director;Human Resources;Manufacturing;Caucasian;26/9/1994;1994;9;26;162,978;0,17;190,68426;United States;Miami;24/5/2004
E03691;Colton;Garcia;Male;55;10;Solutions Architect;IT;Speciality Products;Latino;17/11/1993;1993;11;17;80,17;0;80,17;United States;Miami;
E01488;Stella;Lai;Female;44;21;Sr. Analyst;Accounting;Manufacturing;Asian;28/4/2021;2021;4;28;98,52;0;98,52;United States;Miami;
E04415;Leonardo;Luong;Male;52;13;Manager;Finance;Manufacturing;Asian;29/12/1999;1999;12;29;116,527;0,07;124,68389;United States;Phoenix;
E03278;Nicholas;Wong;Male;27;38;Director;Sales;Research & Development;Asian;7/11/2019;2019;11;7;174,607;0,29;225,24303;United States;Columbus;
E00282;Jeremiah;Castillo;Male;58;7;Analyst II;Accounting;Research & Development;Latino;12/4/2006;2006;4;12;64,202;0;64,202;United States;Columbus;
E03305;Cooper;Jiang;Male;49;16;Analyst II;Accounting;Corporate;Asian;25/7/2019;2019;7;25;50,883;0;50,883;China;Chongqing;2/3/2021
E00559;Penelope;Silva;Female;36;29;Network Architect;IT;Speciality Products;Latino;3/11/2016;2016;11;3;94,618;0;94,618;United States;Columbus;
E02558;Jose;Richardson;Male;26;39;Director;Marketing;Research & Development;Caucasian;15/10/2019;2019;10;15;151,556;0,2;181,8672;United States;Miami;
E00956;Eleanor;Chau;Female;37;28;Development Engineer;Engineering;Research & Development;Asian;8/3/2020;2020;3;8;80,659;0;80,659;United States;Phoenix;
E03858;John;Cho;Male;47;18;Director;Human Resources;Speciality Products;Asian;3/11/2019;2019;11;3;195,385;0,21;236,41585;China;Chengdu;
E02221;Julian;Delgado;Male;29;36;Systems Analyst;IT;Speciality Products;Latino;19/5/2016;2016;5;19;52,693;0;52,693;Brazil;Rio de Janerio;
E00126;Isabella;Scott;Female;58;7;Network Administrator;IT;Research & Development;Caucasian;26/4/2016;2016;4;26;72,045;0;72,045;United States;Phoenix;
E02627;Parker;Avila;Male;47;18;Analyst II;Marketing;Manufacturing;Latino;28/11/2005;2005;11;28;62,749;0;62,749;Brazil;Manaus;
E03778;Luke;Vu;Male;52;13;Sr. Manger;Marketing;Speciality Products;Asian;4/6/2018;2018;6;4;154,884;0,1;170,3724;China;Shanghai;
E00481;Jameson;Nelson;Male;61;4;Network Architect;IT;Research & Development;Caucasian;8/3/2016;2016;3;8;96,566;0;96,566;United States;Columbus;
E02833;Adrian;Fernandez;Male;45;20;Systems Analyst;IT;Research & Development;Latino;23/8/2001;2001;8;23;54,994;0;54,994;United States;Columbus;
E03902;Madison;Hunter;Female;40;25;Network Administrator;IT;Corporate;Caucasian;5/2/2012;2012;2;5;61,523;0;61,523;United States;Columbus;
E02310;Jordan;Phillips;Male;45;20;Vice President;Human Resources;Corporate;Black;12/12/2010;2010;12;12;190,512;0,32;251,47584;United States;Columbus;
E02661;Maya;Chan;Female;37;28;Controls Engineer;Engineering;Speciality Products;Asian;13/2/2013;2013;2;13;124,827;0;124,827;China;Beijing;
E00836;Wesley;King;Male;57;8;Manager;Accounting;Manufacturing;Caucasian;19/1/2019;2019;1;19;101,577;0,05;106,65585;United States;Chicago;
E00682;Sofia;Fernandez;Female;44;21;Manager;Accounting;Manufacturing;Latino;17/10/2005;2005;10;17;105,223;0,1;115,7453;United States;Phoenix;
E00287;Maverick;Figueroa;Male;48;17;IT Systems Architect;IT;Corporate;Latino;6/7/2008;2008;7;6;94,815;0;94,815;United States;Chicago;
E00785;Hannah;Hoang;Female;25;40;Manager;Accounting;Speciality Products;Asian;15/12/2021;2021;12;15;114,893;0,06;121,78658;China;Chengdu;
E04598;Violet;Garcia;Female;35;30;Sr. Analyst;Marketing;Speciality Products;Latino;10/1/2017;2017;1;10;80,622;0;80,622;United States;Austin;
E03247;Aaliyah;Mai;Female;57;8;Vice President;IT;Speciality Products;Asian;11/11/2016;2016;11;11;246,589;0,33;327,96337;United States;Phoenix;26/3/2017
E02703;Austin;Vang;Male;49;16;Manager;Marketing;Speciality Products;Asian;20/5/2018;2018;5;20;119,397;0,09;130,14273;China;Beijing;14/3/2019
E02191;Maria;Sun;Female;25;40;Director;Sales;Corporate;Asian;19/12/2021;2021;12;19;150,666;0,23;185,31918;China;Chengdu;
E00156;Madelyn;Scott;Female;46;19;Sr. Manger;IT;Research & Development;Caucasian;9/1/2002;2002;1;9;148,035;0,14;168,7599;United States;Phoenix;
E03349;Dylan;Chin;Male;60;5;Director;Finance;Corporate;Asian;5/6/2017;2017;6;5;158,898;0,18;187,49964;United States;Miami;
E04032;Emery;Zhang;Female;45;20;Field Engineer;Engineering;Corporate;Asian;28/2/2012;2012;2;28;89,659;0;89,659;China;Beijing;
E00005;Riley;Washington;Female;39;26;Director;Sales;Speciality Products;Caucasian;29/4/2007;2007;4;29;171,487;0,23;210,92901;United States;Phoenix;
E04354;Raelynn;Rios;Female;43;22;Vice President;Sales;Manufacturing;Latino;21/8/2016;2016;8;21;258,498;0,35;348,9723;United States;Columbus;
E01578;Anthony;Hong;Male;37;28;Sr. Manger;IT;Research & Development;Asian;29/11/2010;2010;11;29;146,961;0,11;163,12671;United States;Columbus;
E03430;Leo;Herrera;Male;48;17;Sr. Business Partner;Human Resources;Research & Development;Latino;22/4/1998;1998;4;22;85,369;0;85,369;Brazil;Manaus;27/11/2004
E03058;Robert;Wright;Male;30;35;Technical Architect;IT;Manufacturing;Caucasian;14/6/2015;2015;6;14;67,489;0;67,489;United States;Chicago;
E04762;Audrey;Richardson;Female;46;19;Director;IT;Manufacturing;Caucasian;6/10/2018;2018;10;6;166,259;0,17;194,52303;United States;Chicago;
E01148;Scarlett;Kumar;Female;55;10;Systems Analyst;IT;Corporate;Asian;7/1/2009;2009;1;7;47,032;0;47,032;United States;Columbus;
E03094;Wesley;Young;Male;33;32;Sr. Analyst;Marketing;Speciality Products;Caucasian;18/9/2016;2016;9;18;98,427;0;98,427;United States;Columbus;
E01909;Lillian;Khan;Female;44;21;Analyst;Finance;Speciality Products;Asian;31/5/2010;2010;5;31;47,387;0;47,387;China;Chengdu;8/1/2018
E04398;Oliver;Yang;Male;31;34;Director;Marketing;Speciality Products;Asian;10/6/2019;2019;6;10;176,71;0,15;203,2165;United States;Miami;
E02521;Lily;Nguyen;Female;33;32;Sr. Analyst;Finance;Speciality Products;Asian;28/1/2012;2012;1;28;95,96;0;95,96;China;Chengdu;
E03545;Sofia;Cheng;Female;63;2;Vice President;Accounting;Corporate;Asian;26/7/2020;2020;7;26;216,195;0,31;283,21545;United States;Miami;
